Klevra Tab. 500mg 30's,2024,2,774,1248798.2708
REKLAIM SACHET 30's,2024,2,45,22106.4491
Treatan Tab. 16mg 28's,2024,2,2539,2632082.7884
Ramipace Tab. 5mg 28's,2024,2,16829,12203545.6968004
"Opt-D Inj. 200,000 IU 1's",2024,2,34108,4861881.60000006
Avsar Plus Tab. 160/5/25mg 28's,2024,2,2759,1166263.76000001
Onita Sac. 2g 7's,2024,2,10023,11848325.1
IBANDRO TABS 150MG,2024,2,-53,-23562
Telsarta-D Tab. 80/12.5mg 14's,2024,2,192,118805.186
Busonide Cap. 200/6 mcg 30's,2024,2,3015,1067848.20000001
Duzalta Cap. 30mg 14's,2024,2,14278,8568658.92000031
BD PEN NEEDLE 31GA 8MM (320109),2024,2,6512,147036.2618
Inosita Tab. 100mg 28's,2024,2,2376,3695562.34
Inosita Tab. 50mg 28's,2024,2,9319,9262422.75999958
Xilica Cap. 100mg 14's,2024,2,2049,1036371.436
Byvas Tab. 2.5mg 14's,2024,2,33508,7242513.9209
Galvecta Tab. 50mg 10's,2024,2,2324,786739.7375
Zilero Tab. 2.5mg 30’s,2024,2,900,683655
Aircare DPI Device 1's,2024,2,2085,906493.281000001
Omron ETB Eco Temp Basic,2024,2,73,108584.7907
Telsarta Tab. 20mg 10's,2024,2,8648,1610658.3492
Telsarta-A Tab. 5/80mg 14's,2024,2,9168,4931848.63960011
Dapwiz Tab. 5mg 10's,2024,2,7263,1537252.054
EvoCheck GS700 BGM Test Strips 50's,2024,2,8234,15445410.7899998
Inosita Plus Tab. 50/1000mg 28's,2024,2,20450,21652113.7863
K-1000 Tab. 30's,2024,2,19963,12463016.6325003
Erli Plus Tab. 12.5/1000mg 14's,2024,2,3199,1154180.15
Evopride Tab. 4mg 30's,2024,2,8261,7760615.975
Paridopa Tab. 150/37.5/200mg 30's,2024,2,351,492014.425
Tansin Tab. 50mg 10's,2024,2,22319,4330904.27640023
Actnise Crm. 50gm 1's,2024,2,6325,2061734.73750005
X-Plended Tab. 20mg 10's,2024,2,100345,56783168.3902003
Fasteso Tab. 40mg 14's,2024,2,6566,2583816.39999996
Galvecta Plus Tab. 50/850mg 14's,2024,2,7826,3965007.8922
Avsar Tab. 160/5mg 14's,2024,2,52883,26233888.0931013
EvoCheck Pulse Oximeter,2024,2,15,41480
Klevra Soln. 500mg/5mL 60mL,2024,2,3048,1671799.94079998
Stevo Tab. 15mg 100's,2024,2,3,1109.76
Zilfom Tab. 400mg 5's,2024,2,4499,2004529.5
Xcept Tab. 2.5mg 10's,2024,2,16190,4788675.43
Inosita Tab. 25mg 10's,2024,2,824,235866.568
Erli Plus Tab. 12.5/850mg 14's,2024,2,4127,1487696.35
Tansin DS Tab. 100mg 10's,2024,2,1939,598794.6851
X-Plended Tab. 10mg 10's,2024,2,174182,70156153.610609
Evokalm XR Tab. 300mg 10's,2024,2,1995,1207271.286
Azliv Tab. 500mg CP 6's,2024,2,-51,-11921.25
Omron BPM M1 Basic,2024,2,111,678834.995
Xcept Tab. 10mg 10's,2024,2,38445,17381693.7663
"Opt-D Cap. 200,000IU 1's",2024,2,59107,17673789.2491995
Evo Joshanda Sac. 30's,2024,2,10227,4250704.9178
Erli Tab. 25mg 14's,2024,2,9005,4475014.11949986
Erlina Tab. 10/5mg 14's,2024,2,11033,5353848.07999995
Evopride Tab. 1mg 30's,2024,2,4307,978988.803300039
Xilica Cap. 75mg 14's,2024,2,10097,4555821.68739996
EvoCheck Go BGM Test Strip 50's,2024,2,7281,8247149.4459998
MFIT CAPS 400MG 30'S,2024,2,-1,-1220.52
Oxivort Tab. 20mg 14's,2024,2,388,210726.3575
Erli Plus XR Tab. 5/1000mg 14's,2024,2,2373,882689.5087
EvoCheck Infrared Thermometer,2024,2,1,-1025.6265
UriTreat Cap. 0.4mg 20's,2024,2,1741,1469466.4
"Opt-D Cap. 25,000IU 4's",2024,2,2796,550304.400000002
Evokalm XR Tab. 200mg 10's,2024,2,1713,939669.8898
Duzalta Cap. 20mg 14's,2024,2,9728,5447990.48100025
Agoviz Tab. 25mg 14's,2024,2,4693,3326712.84510003
Arbi-D Tab. 300/25mg 14's,2024,2,431,325545.9836
Zoltar Inj. 40mg 1's,2024,2,21785,3875432.04870001
Dapwiz Tab. 10mg 10's,2024,2,16046,5154026.8888
Phytus Syp. 120ML,2024,2,7070,2597966.19959998
Lowplat Tab. 75mg 10's,2024,2,338066,79782505.8469982
Evokalm Tab. 25mg 10's,2024,2,17527,3318889.8330999
Telsarta Tab. 80mg 10's,2024,2,3601,1370312.3769
Sacvin Tab. 100mg 30's,2024,2,3774,7304686.83490009
Xcept Tab. 20mg 14's,2024,2,14016,11564883.8450009
AXIFER IV 100MG 5AM,2024,2,589,449384.325
Paridopa Tab. 125/31.25/200mg 30's,2024,2,67,90026.9
Zoltar Cap. 40mg 14's,2024,2,5383,1771403.72739997
Paridopa Tab. 200/50/200mg 30's,2024,2,1067,2135665.035
Histalis Tab. 10mg 10's,2024,2,8201,1252272.5013
Avsar Tab. 160/10mg 14's,2024,2,53722,32302070.3517
Xilica Cap. 50mg 14's,2024,2,9149,3318531.06309989
Ferfer Gro Sac. 30's,2024,2,7630,3202954.67279993
Arbi Tab. 150mg 10's,2024,2,8690,2755763.0615
EvoCheck GM700S BGM Meter Kit,2024,2,2845,9702687.85999997
Gouric Tab. 80mg 20's,2024,2,18213,15544023.862
Ad Folic OD Tab. 600mcg 30's,2024,2,26780,13976076.3197985
Stevo Sac. 1gm 50's,2024,2,3,1350
Redexa Cap. 30mg 30's,2024,2,4330,2111161.8275
Voxamine Tab. 50mg 10's,2024,2,7595,2342814.56350002
Zibes Tab. 2.5mg 14's,2024,2,13336,737221.224800014
Aireez Tab. 5mg 30's,2024,2,978,390252.86
Zoltar Cap. 20mg 14's,2024,2,7357,2249444.31810006
HIFAZAT Hand Sanitizer 50ml,2024,2,-3,-337.83
Evofix Cap. 400mg 10's,2024,2,5166,3453303.16
Erli Tab. 10mg 14's,2024,2,20535,7759382.94430061
Xcept Tab. 15mg 14's,2024,2,15937,11102061.23
Galvecta Plus Tab. 50/1000mg 14's,2024,2,3887,2005426.5215
BD PEN NEEDLE 4MM 100’S,2024,2,74560,1656684.7125
Redexa Cap. 60mg 30's,2024,2,5431,4106092.45
Ramipace Tab. 2.5mg 28's,2024,2,34035,18523284.5000013
Inosita Plus Tab. 50/850mg 28's,2024,2,14652,15406703.159
Inosita TABS 100MG 10`S,2024,2,-2,-612
Omron BPM M7 Intelli IT,2024,2,132,3069317.978
Erli Plus Tab. 5/850mg 14's,2024,2,391,70954.6000000003
Actiflor Sac. 250mg 10's,2024,2,5070,3213498.5405
Retzole Tab. 2.5mg 10's,2024,2,2727,4850635.5
Arbi-D Tab. 300/12.5mg 10's,2024,2,7028,3980544.1743
Aireez Sac. 4mg 14's,2024,2,4991,1583421.82
Aireez Tab. 10mg 30's,2024,2,15948,10145076.57
Thewril Cap. 4mg 20's,2024,2,5637,3201687.4961
Arbi Tab. 300mg 10's,2024,2,3814,1608557.0838
Duzalta Cap. 60mg 10's,2024,2,3093,1774582.80140002
Evofix DS Susp. 200mg/5mL 30ML,2024,2,4869,1257503.77
EvoCheck BPM68,2024,2,-288,-1467344.1564
Orslim Cap. 120mg 30's,2024,2,21744,47282297.225
Sparliv Tab. 30's,2024,2,3608,2845126.00780008
Omron Weigh Scale BF-508,2024,2,1,19273.71
FORMIS TABS 257.05MG 30'S,2024,2,0,0
LACTEUS GROW 3 400g,2024,2,-1,-1193.25
Erli Plus XR Tab. 12.5/1000mg 14's,2024,2,14940,7153736.61799984
BD SYRINGE - BAG 1ML 31G 6MM,2024,2,129400,5000397.12749996
Ad Folic Tab. 30's,2024,2,25906,10041750.1847019
Evopravir Tab. 200mg CP 30's,2024,2,0,0
Estar Tab. 20mg 14's,2024,2,5322,2911875.5575
Revolic Tab. 30's,2024,2,1723,933150.590400006
Ad-D Chewable Tab. 2000IU 30's,2024,2,978,368483.331899999
Evofix Susp. 100mg/5mL 30ML,2024,2,9842,2234565.085
Ivadin Tab. 7.5mg 14's,2024,2,315,110059.02
Telsarta-A Tab. 10/40mg 10's,2024,2,6727,2167355.2157
Stevo Tab. 15mg 200's,2024,2,3,1555.92
Erlina Tab. 25/5mg 14's,2024,2,9958,6824845.27900027
Azliv Tab. 250mg CP 6's,2024,2,-2,-313.78
Evofix Susp. 100mg/5mL 60ML,2024,2,2431,595027.965
UFI Tab 10mg CP,2024,2,10,4335
Inosita Plus XR Tab. 50/500mg 14's,2024,2,27598,15985246.4219982
Avsar Tab. 80/5mg 14's,2024,2,158136,61889805.07151
Busonide Cap. 400/12 mcg 30's,2024,2,18571,8136080.83000037
Gouric Tab. 40mg 20's,2024,2,76575,41358288.412
Zilero Tab. 5mg 30’s,2024,2,586,517843.29
Treatan-D Tab. 16/12.5mg 28's,2024,2,1514,1270574.4914
Dipof Cap. 6/25mg 20's,2024,2,2296,752276.32760001
Telsarta-A Tab. 5/40mg 14's,2024,2,25020,10383941.8746
Histalis Tab. 20mg 10's,2024,2,1509,435283.7748
Paridopa Tab. 50/12.5/200mg 30's,2024,2,338,352149.7
Sacvin Tab. 50mg 30's,2024,2,21822,28616377.8555046
Ivadin Tab. 5mg 14's,2024,2,7240,2574279.4225
Evopride Tab. 2mg 30's,2024,2,9566,4182667.32250014
Anplag Tab. 90mg 20's,2024,2,12885,18408507.5468
Xilica Cap. 150mg 14's,2024,2,1116,649705.054100003
Avsar Plus Tab. 160/10/12.5mg 28's,2024,2,34233,15821209.0035042
Nise Tab. 100mg 20's,2024,2,190795,49508119.9597161
Telsarta Tab. 40mg 10's,2024,2,17711,4945857.7215
Erli Plus Tab. 5/500mg 14's,2024,2,1280,369615.7
Ramipace Tab. 1.25mg 28's,2024,2,9275,3367315.39220008
X-Plended EZ Tab. 20/10mg 10's,2024,2,8908,5106720.17249989
LACTEUS 2 400g,2024,2,0,0
Estar Tab. 5mg 14's,2024,2,37503,10706570.1164988
Zibes Tab. 5mg 20's,2024,2,11664,2359587.551
Inosita Plus XR Tab. 50/1000mg 14's,2024,2,9095,5687196.15
SheVit Tab. 30's,2024,2,10330,5111611.22899987
Evopride Tab. 3mg 30's,2024,2,4193,2554483.415
Aireez TABS CHWE 0004MG X 14,2024,2,-2,-285.6
Erli Plus XR Tab. 10/1000mg 14's,2024,2,3643,1656904.7494
Avsar Plus Tab. 160/5/12.5mg 28's,2024,2,35695,15215298.5775026
Anex-M Tab. 85/500mg 2's,2024,2,4425,1466147.1432
Paridopa Tab. 75/18.75/200mg 14's,2024,2,-34,-14450
Inosita Plus Tab. 50/500mg 28's,2024,2,50994,52635262.4662039
Oxivort Tab. 10mg 14's,2024,2,2234,762747.035
Eglaro-S Tab. 15/100mg 14's,2024,2,7191,4815933.9181
BD PEN NEEDLE 31GA 5MM (320119),2024,2,30998,705178.4263
Inosita TABS 100MG 14`S,2024,2,-1,-492.66
Erli Plus Tab. 5/1000mg 14's,2024,2,688,124917.7
Omron BPM Wrist RS1,2024,2,143,1121133.579
Byvas Tab. 10mg 14's,2024,2,3838,1542356.0925
"Opt-D Cap. 100,000IU 2's",2024,2,2534,647542.918999997
Kalsob Tab. 30's,2024,2,27236,16943984.3950992
EvoCheck Go BGM Meter Kit,2024,2,4675,10726158.866
Zibes Tab. 10mg 20's,2024,2,1225,459386.503999998
"Omron Weigh Scale HN-289 ",2024,2,8,44889.0111
Voxamine Tab. 100mg 10's,2024,2,7403,4549164.09499992
Klevra Tab. 250mg 30's,2024,2,1331,1302389.703
Ferfer Sac. 30's,2024,2,14733,11088325.169
X-Plended EZ Tab. 5/10mg 10's,2024,2,8226,2018300.785
Neo Q 10 Cap. 100mg 20's,2024,2,2898,3212852.29899999
Femova Sac. 10's,2024,2,11822,12699297.1932994
X-Plended EZ Tab. 10/10mg 10's,2024,2,20211,7528331.496
Inosita Plus XR Tab. 100/1000mg 14's,2024,2,6245,4283222.31930011
UFI Tab 5mg CP,2024,2,-2,-1219.75
Telsarta-A Tab. 10/80mg 10's,2024,2,14249,5185046.37040001
Evopride Plus Tab. 1/500mg 30's,2024,2,14236,3821932.87950044
Inosita Plus TABS 50+1000MG 14`S,2024,2,0,0
